order_number,departure_date,route,itinerary,carrier,operating_carriers,supplier,flight_type,device,no_of_pax,total_margin,channel_fee,total_purchase,ancillary_margin,commission,overrides,surcharge,date
BIT-4527050,2023-07-24,Italy - Spain,VRN-PMI-VRN,FR,FR|NO,TF,Return,Desktop,2,6.181102916159859,-18.0,839.53424944,15.0,11.07167096,32.5507,6.02,2023-05-17
BIT-4527059,2023-08-18,Italy - Serbia,MXP-BEG,JU,JU,TXNL,One Way,Desktop,2,-6.138791999999994,-5.0,192.96,0.0,0.12,0.0,0.0,2023-05-17
BIT-4526880,2023-05-18,Italy - Italy,FCO-LIN,AZ,AZ,TXIT,One Way,Mobile,1,-0.08826030000000801,-5.0,142.52,2.99,1.01,0.0,0.0,2023-05-17
BIT-4527076,2023-07-27,Spain - Italy,MAD-VCE,IB,IB,TXIT,One Way,Desktop,1,-5.574350699999985,-5.0,128.27,0.0,0.11,0.0,0.0,2023-05-17
BIT-4527099,2023-09-01,United States - The Bahamas,MIA-NAS-MIA,UP,UP | UP,TXUS,Return,Desktop,3,-3.471573801780064,-18.0,823.7268019800001,0.0,7.614072719999999,0.0,0.0,2023-05-17
BIT-4527100,2023-05-20,Italy - Brazil,MXP-GRU-REC,LA,LA | LA,VENT,One Way,Mobile,1,38.79773159999999,-18.0,642.89,56.0,0.0,0.0,26.0,2023-05-17
BIT-4527116,2023-06-08,Italy - Italy,LIN-BRI,AZ,AZ,TXIT,One Way,Mobile,1,-3.44275829999999,-5.0,132.76,0.0,0.99,0.0,0.0,2023-05-17
BIT-4527123,2023-05-19,Tunisia - Italy,TUN-FCO,AZ,AZ,TXGR,One Way,Mobile,1,-2.010980100000009,-5.0,167.62,3.99,0.98,1.1476,0.0,2023-05-17
BIT-4527213,2023-11-02,French Polynesia - United States,BOB-PPT-LAX,AF,VT | DL,TXUS,One Way,Mobile,2,139.0803164645999,-18.0,998.7493214000001,0.0,0.0,0.0,138.82,2023-05-17
BIT-4527246,2023-06-14,Italy - Italy,CTA-FCO-CTA,FR,FR|AZ,TF,Return,Desktop,2,-3.693991799999988,-5.0,172.14,0.0,0.12,0.0,5.38,2023-05-17
BIT-4527286,2023-05-20,Turkey - Italy,SAW-FCO,PC,PC,TXTRIPIT,One Way,Mobile,1,9.346254204000033,-5.0,154.309536,4.99,0.0,0.0,11.01,2023-05-17
BIT-4527299,2023-07-23,India - Singapore,DEL-SIN,SQ,SQ,TXIN,One Way,Mobile,2,-6.735415856399973,-11.1569,278.9395674,0.0,0.0,0.5939,0.0,2023-05-17
BIT-4527302,2023-10-06,Italy - Italy,LIN-AHO-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-3.951190199999995,-5.0,188.6,0.0,1.62,0.0,0.0,2023-05-17
BIT-4527316,2023-10-06,Italy - Italy,LIN-AHO-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-3.951190199999995,-5.0,188.6,0.0,1.62,0.0,0.0,2023-05-17
BIT-4527351,2023-05-22,Italy - Italy,PMO-FCO,FR,FR,TF,One Way,Mobile,1,3.671952000000001,-5.0,126.58,0.0,0.0,0.0,12.07,2023-05-17
BIT-4527375,2023-07-17,Italy - Brazil,MXP-GRU,LA,LA,VENT,One Way,Mobile,1,37.78592279999999,-18.0,812.36,56.99,0.0,0.0,26.0,2023-05-17
BIT-4527382,2023-05-22,Italy - Italy,NAP-FCO-TRN,AZ,AZ | AZ,TXIT,One Way,Desktop,1,-2.704425000000001,-5.0,108.28,0.0,0.72,0.0,0.0,2023-05-17
BIT-4527421,2023-10-01,Italy - Italy,PMO-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-5.061975899999997,-5.0,68.16,0.0,0.31,0.0,0.0,2023-05-17
BIT-4527086,2023-08-13,Italy - Italy,TRN-LMP-TRN,V7,V7|V7,TF,Return,Mobile,2,-10.50428999999998,-18.0,479.14,0.0,0.0,0.0,0.36,2023-05-17
BIT-4526871,2023-05-18,Italy - Italy,BRI-FCO-VCE,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-3.120552599999992,-5.0,118.3,0.0,0.93,0.0,0.0,2023-05-17
BIT-4526999,2023-05-18,Italy - Italy,VCE-FCO-NAP,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-3.574794900000001,-5.0,171.7,0.0,1.44,0.0,0.0,2023-05-17
BIT-4526845,2023-05-20,Turkey - Italy,IST-MXP,TK,TK,TXUS,One Way,Mobile,1,24.03259220999991,-14.1628,354.03599,30.0,0.0,2.1035,30.0,2023-05-17
BIT-4526643,2023-10-05,Italy - United States,TRN-FCO-LAX-FCO-TRN,AZ,AZ | AZ | AZ | AZ,TXIT,Return,Desktop,1,-21.66350580000005,-18.0,566.07,0.0,16.56,3.3708,0.0,2023-05-17
BIT-4526604,2023-05-29,Italy - Italy,LIN-PMO,AZ,AZ,TXIT,One Way,Desktop,1,-4.832377799999991,-5.0,152.54,0.0,1.21,0.0,0.0,2023-05-17
BIT-4526601,2023-07-24,Tunisia - Italy,TUN-PMO,TU,UG,TXNL,One Way,Desktop,2,-3.710875499999998,-9.452,236.3,0.0,0.0,0.0,0.0,2023-05-17
BIT-4526587,2023-10-05,Italy - United States,BRI-FCO-LAX-FCO-BRI,AZ,AZ | AZ | AZ | AZ,TXIT,Return,Desktop,1,-21.84952980000001,-18.0,607.96,0.0,18.64,3.7452,0.0,2023-05-17
BIT-4526580,2023-06-29,Italy - Italy,LIN-CTA,AZ,AZ,TXIT,One Way,Mobile,2,-3.654461700000005,-5.0,186.4,0.0,1.1,0.0,0.0,2023-05-17
BIT-4526561,2023-05-21,United States - Mexico,MIA-MEX,AM,AM,CONMEX,One Way,Mobile,2,6.229644876048111,-18.0,559.7218656319999,0.0,4.340235168,0.0,16.86,2023-05-17
BIT-4526556,2023-05-29,Egypt - Italy,RMF-BLQ,NO,NO,TXUS,One Way,Mobile,3,56.04621097505996,-18.0,496.72648954,64.07,6.67610724,19.6278,0.0,2023-05-17
BIT-4526513,2023-05-21,Italy - Egypt,BLQ-RMF,NO,NO,TXUS,One Way,Mobile,2,81.37360283508004,-11.2556,296.45946772,87.08,4.781784800000001,14.0584,0.0,2023-05-17
BIT-4526465,2023-08-29,Vietnam - Italy,SGN-PVG-FCO,MU,MU | MU,TXTRIPIT,One Way,Desktop,4,-5.842512383999866,-18.0,1876.284544,0.0,0.0,0.0,22.32,2023-05-17
BIT-4526459,2023-05-18,Italy - United Kingdom,TRS-STN,FR,FR,TF,One Way,Mobile,1,-4.240841700000001,-2.49,18.96,0.99,0.0,0.0,-1.0,2023-05-17
BIT-4526429,2023-05-18,Italy - Denmark,FCO-BLL,FR,FR,TF,One Way,Mobile,1,-5.119602899999999,-5.0,21.87,0.99,0.0,0.0,0.65,2023-05-17
BIT-4526426,2023-09-28,Italy - Nepal,MXP-KWI-KTM,KU,KU | KU,TXTRIPIT,One Way,Desktop,1,19.787247516,-15.0556,400.063744,14.99,0.0,0.0,21.25,2023-05-17
BIT-4526419,2023-05-26,Italy - Italy,CTA-FCO-CTA,AZ,AZ|FR,TXIT,Return,Desktop,1,-0.1058516999999922,-5.0,171.81,0.0,0.83,0.0,0.0,2023-05-17
BIT-4526409,2023-06-01,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Desktop,2,-5.45656919999999,-5.0,133.3,0.0,0.46,0.0,0.0,2023-05-17
BIT-4526391,2023-05-22,Italy - United States,LIN-CDG-DFW-JFK-MXP,KL,AF | AF | DL | AZ,TXNL,Return,Desktop,1,-37.9894371,-18.0,933.89,0.0,0.0,0.0,0.0,2023-05-17
BIT-4526671,2023-07-21,Italy - Italy,LIN-SUF-MXP,AZ,AZ|FR,TXIT,Return,Desktop,2,-5.703152100000037,-10.8016,269.02,0.0,1.02,0.0,0.0,2023-05-17
BIT-4526679,2023-06-29,Italy - Tunisia,FCO-TUN-FCO,TU,TU | TU,ATFR,Return,Mobile,1,-7.893281399999998,-12.04,301.0,0.0,0.0,0.0,0.0,2023-05-17
BIT-4526684,2023-06-15,Italy - Morocco,TRN-FCO-CMN-FCO-TRN,AZ,AZ | AT | AT | AZ,TXIT,Return,Mobile,1,3.029967000000007,-18.0,528.54,17.99,2.99,0.0,0.0,2023-05-17
BIT-4526764,2023-05-18,Italy - Italy,FCO-SUF-FCO,AZ,AZ|AZ,TXIT,Return,Mobile,1,-2.979214799999986,-5.0,207.67,0.0,1.36,0.0,0.0,2023-05-17
BIT-4526792,2023-06-02,Italy - Italy,LIN-FCO-LIN,AZ,AZ|AZ,TXIT,Return,Mobile,1,-2.159192699999998,-5.0,99.21,1.99,0.14,0.0,0.0,2023-05-17
BIT-4526688,2023-10-08,Brazil - Brazil,FOR-GIG,G3,G3,TXTRIPIT,One Way,Desktop,2,-5.397987815999961,-11.2654,281.653856,0.0,0.0,0.0,8.72,2023-05-17
BIT-4526762,2023-05-20,Italy - Italy,NAP-LIN-NAP,AZ,AZ|AZ,TXIT,Return,Mobile,1,0.8796710999999917,-5.0,198.9,4.99,1.23,0.0,0.0,2023-05-17
BIT-4526759,2023-05-31,Italy - Italy,REG-FCO-REG,AZ,AZ|AZ,TXIT,Return,Mobile,1,-5.071378199999987,-5.0,174.7,0.0,1.02,0.0,0.0,2023-05-17
BIT-4526738,2023-05-23,Italy - Italy,PSR-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-3.392107199999994,-5.0,77.99999999999999,0.0,0.51,0.0,0.0,2023-05-17
BIT-4526690,2023-05-29,Italy - Italy,REG-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-4.155412199999993,-5.0,93.44,0.0,0.68,0.0,0.0,2023-05-17
BIT-4526805,2023-05-19,Italy - Turkey,FCO-IST,TK,TK,TXUS,One Way,Mobile,1,-7.391507339399999,-9.0,204.2373854,0.0,0.0,1.4368,0.0,2023-05-17
BIT-4526771,2023-08-20,Australia - Japan,SYD-TPE-NRT,CI,CI | CI,TXTRIPIT,One Way,Desktop,2,13.63037479200002,-18.0,810.645728,0.0,0.0,0.0,39.49999999999999,2023-05-17
BIT-4526825,2023-06-02,Italy - Egypt,MXP-CAI-MXP,MS,MS | MS,BCDIE,Return,Desktop,6,-9.47923709999999,-18.0,3656.91,0.0,0.0,83.3425,0.0,2023-05-17
BIT-4526842,2023-05-21,United States - Mexico,MIA-MEX,AM,AM,CONMEX,One Way,Mobile,2,29.05229857204804,-18.0,618.6867296319999,24.0,4.340235168,0.0,16.86,2023-05-17
BIT-4526829,2023-06-07,Italy - Sweden,CAG-LIN-ARN-LIN-CAG,SK,AZ | SK | SK | AZ,TXTRIPIT,Return,Desktop,1,0.3541937400000243,-14.8179,348.43776,0.0,0.0,0.0,17.18,2023-05-17
BIT-4526777,2023-09-06,Italy - Italy,VCE-NAP-VCE,FR,FR | FR,TF,Return,Desktop,3,-9.276430500000012,-5.0,142.65,0.0,0.0,0.0,0.0,2023-05-17
BIT-4529205,2023-08-11,Switzerland - Thailand,ZRH-MCT-BKK-MCT-ZRH,WY,WY | WY | WY | WY,AIRTP,Return,Desktop,2,46.18294506000005,-18.0,1708.44544,44.8,0.0,0.0,19.7,2023-05-18
BIT-4529229,2023-08-19,Italy - Turkey,IST-EZE-MXP-IST,TK,TK | TK,TXUS,One Way,Desktop,2,117.8353690451669,-18.0,1113.498217067095,0.0,0.0,6.1093,0.0,2023-05-18
BIT-4529267,2023-09-08,Italy - Indonesia,NAP-IST-CGK-DPS-IST-NAP,TK,TK | TK | TK | TK,TXNL,Return,Desktop,2,10.75137840000001,-18.0,2848.04,0.0,0.0,101.43,0.0,2023-05-18
BIT-4529284,2023-05-19,Italy - Italy,LIN-FCO-BRI,AZ,AZ | AZ,TXGR,One Way,Desktop,1,18.03714989999999,-5.0,143.38,20.0,0.98,0.0,20.0,2023-05-18
BIT-4529286,2023-06-16,Italy - Italy,TRN-TPS-TRN,FR,FR|FR,TF,Return,Mobile,2,10.31371650000003,-12.3824,309.56,30.0,0.0,0.0,0.02,2023-05-18
BIT-4529289,2023-06-16,Italy - Turkey,BLQ-ZRH-AYT-ZRH-CDG,LX,2L | WK | WK | BT,TXNL,One Way,Desktop,1,9.7488708,-9.0,225.67,6.99,0.0,0.0,0.0,2023-05-18
BIT-4529119,2023-07-28,United States - Italy,JFK-MXP-JFK,EK,EK | EK,TXUS,Return,Desktop,1,78.8441862217202,-18.0,871.8358025999999,0.0,0.0,7.80213912,66.43,2023-05-18
BIT-4529055,2023-05-19,Italy - Italy,NAP-LIN,AZ,AZ,TXGR,One Way,Desktop,1,-4.337493300000002,-5.0,110.69,0.0,0.69,0.0,0.0,2023-05-18
BIT-4529074,2023-10-25,United States - United States,LAS-SFO,AS,AS,TXTRIPIT,One Way,Desktop,2,-3.972330210000006,-5.0,98.38621,0.0,0.0,0.0,2.039999999999999,2023-05-18
BIT-4529083,2023-05-26,Italy - Italy,LIN-BRI-BGY,AZ,AZ|FR,TXGR,Return,Mobile,1,-5.099585099999993,-5.0,162.57,0.0,0.68,0.0,0.0,2023-05-18
BIT-4529116,2023-08-28,Italy - Indonesia,FCO-AUH-KUL-DPS-KUL-AUH-FCO,EY,EY | EY | OD    | OD    | EY | EY,TXUS,Return,Mobile,1,0.00796223159995531,-18.0,984.8558244,0.0,0.0,0.0,0.0,2023-05-18
BIT-4529052,2023-10-22,United States - United States,LAX-LAS,AS,AS,TXTRIPIT,One Way,Desktop,2,-4.84512650999999,-5.0,72.00921,0.0,0.0,0.0,0.9399999999999995,2023-05-18
BIT-4529191,2023-05-31,Italy - Tunisia,FCO-TUN-FCO,TU,TU | TU,ATFR,Return,Mobile,1,-6.259505399999997,-9.0,212.95,0.0,0.0,0.0,0.0,2023-05-18
BIT-4529169,2023-05-19,Italy - Italy,CTA-LIN,AZ,AZ,TXGR,One Way,Mobile,1,-3.398173200000005,-5.0,121.38,0.0,0.85,0.0,0.0,2023-05-18
BIT-4529161,2023-06-30,Tanzania - Tanzania,DAR-JRO,TC,TC,TXTRIPIT,One Way,Mobile,3,9.22520818499997,-5.0,206.927565,0.0,0.0,0.0,14.85,2023-05-18
BIT-4529146,2023-05-19,Italy - Tunisia,MXP-TUN,TU,TU,ATFR,One Way,Mobile,1,2.032312200000001,-5.0,175.83,4.99,0.0,0.0,0.0,2023-05-18
BIT-4529144,2023-05-19,Italy - Italy,BLQ-FCO-PMO,AZ,AZ | AZ,TXGR,One Way,Mobile,1,-1.469084100000004,-5.0,74.75,0.99,0.35,0.0,0.0,2023-05-18
BIT-4529314,2023-06-17,Italy - Tunisia,FCO-TUN-FCO,TU,TU | TU,ATFR,Return,Desktop,1,-7.318426799999998,-9.358,233.95,0.0,0.0,0.0,0.0,2023-05-18
BIT-4529328,2023-05-19,Italy - United States,BRI-IST-SEA,TK,TK | TK,TXNL,One Way,Desktop,1,-10.4757798,-18.0,763.6800000000001,0.0,0.0,24.4125,0.0,2023-05-18
BIT-4529525,2023-05-21,Italy - Italy,SUF-MXP,FR,FR,TF,One Way,Desktop,1,-8.112264000000003,-5.0,110.48,0.0,0.0,0.0,0.71,2023-05-18
BIT-4529356,2023-05-25,Italy - Italy,PMO-FCO,AZ,AZ,TXGR,One Way,Desktop,1,-3.731803200000005,-5.0,110.76,0.0,0.71,0.0,0.0,2023-05-18
BIT-4529414,2023-05-19,United Kingdom - Italy,LHR-BLQ-PSA-LHR,BA,BA | BA,TXGB,Return,Desktop,1,2.14217918759995,-5.6668,259.8591284,0.0,0.0,0.0,-0.83,2023-05-18
BIT-4529471,2023-09-14,Tanzania - Tanzania,JRO-ZNZ,TC,TC,TXNL,One Way,Desktop,1,-1.749030000000001,-5.0,100.98,0.0,0.83,0.0,0.0,2023-05-18
BIT-4529478,2023-08-29,Italy - Italy,BRI-LIN,AZ,AZ,TXGR,One Way,Mobile,2,-5.579607899999997,-5.0,87.02,0.0,0.2,0.0,0.0,2023-05-18
BIT-4529479,2023-05-30,Italy - Italy,CTA-FCO-CTA,FR,FR|AZ,TF,Return,Mobile,2,-10.30057349999995,-13.5168,437.6799999999999,0.0,1.44,0.0,0.0,2023-05-18
BIT-4529494,2023-05-19,Italy - Italy,BLQ-FCO-PMO-BLQ,AZ,AZ | AZ|FR,TXGR,Return,Desktop,1,-1.587573300000003,-5.0,100.0,1.99,0.35,0.0,0.0,2023-05-18
BIT-4529528,2023-08-20,Turkey - Italy,IST-BEG-VCE,JU,JU | JU,TXUS,One Way,Desktop,2,3.686965754400036,-9.3548,233.8790496,0.0,0.0,0.0,0.0,2023-05-18
BIT-4529578,2023-07-30,Italy - Turkey,MXP-BEG-IST,JU,JU | JU,TXUS,One Way,Desktop,3,-8.501223199199929,-18.0,742.5844271999999,0.0,0.0,0.0,0.0,2023-05-18
BIT-4529580,2023-06-05,Peru - Peru,PEM-LIM,LA,LA,LIMPE,One Way,Desktop,2,3.007528299840008,-5.0,106.02025056,0.0,0.05533415999999999,0.0,1.9,2023-05-18
BIT-4529624,2023-08-21,Colombia - Italy,BAQ-BOG-MAD-MXP-MAD-MDE-BAQ,UX,LA | UX | UX | UX | UX | LA,CONPT,Return,Desktop,2,-0.5283485999999288,-18.0,2361.48,0.0,0.0,0.0,-7.08,2023-05-18
BIT-4529653,2023-06-03,Morocco - Italy,CMN-BLQ,AT,AT,TXIT,One Way,Mobile,1,-7.284457199999995,-5.0,99.00999999999999,0.0,0.23,0.9108,0.0,2023-05-18
BIT-4529657,2023-05-22,Italy - Italy,FCO-TRS-FCO,AZ,AZ|AZ,TXGR,Return,Mobile,1,-6.978730800000003,-9.0,251.53,0.0,1.63,0.0,0.0,2023-05-18
BIT-4529043,2023-05-24,Italy - Italy,FCO-CTA-FCO,FR,FR|AZ,TF,Return,Desktop,1,8.380583399999978,-5.0,166.43,8.4,0.6,0.0,0.79,2023-05-18
BIT-4527623,2023-06-30,Italy - Tunisia,BLQ-TUN,TU,TU,ATFR,One Way,Mobile,1,-9.773842499999999,-10.236,255.9,0.0,0.0,0.0,0.0,2023-05-18
BIT-4529404,2023-06-16,Malaysia - Italy,KUL-DXB-BLQ,EK,EK | EK,CITMY,One Way,Mobile,2,113.7627563167201,-18.0,1078.85227848,75.4,21.55736952,0.0,4.12,2023-05-18
BIT-4529370,2023-05-19,Italy - Italy,LIN-CAG,AZ,AZ,TXGR,One Way,Mobile,1,25.27580880000001,-5.0,138.63,29.99,1.12,0.0,20.0,2023-05-18
BIT-4529364,2023-06-29,Italy - United States,LIN-FCO-IAD-FCO-LIN,AZ,AZ | AZ | AZ | AZ,TXGR,Return,Desktop,1,-17.31195960000003,-18.0,651.6500000000001,0.0,20.04,3.9972,0.0,2023-05-18
BIT-4529358,2023-05-27,Italy - Italy,CTA-LIN,AZ,AZ,TXGR,One Way,Mobile,1,-2.7193878,-5.0,185.73,0.0,1.5,0.0,0.0,2023-05-18
BIT-4529341,2023-05-22,Italy - Egypt,MXP-SSH,NO,NO,TXUS,One Way,Mobile,1,8.314343205720014,-9.0,201.13841948,5.99,3.46760736,10.1948,0.0,2023-05-18
BIT-4529033,2023-07-29,Italy - Morocco,BLQ-CMN-BLQ,AZ,AT | AT,TXGR,Return,Desktop,1,-15.62298299999996,-18.0,596.14,0.0,4.33,0.0,0.0,2023-05-18
BIT-4527701,2023-05-29,Italy - Italy,BRI-FCO-BRI,FR,FR | FR,TF,Return,Desktop,1,-0.8842205999999955,-2.92,65.05,0.0,0.0,0.0,4.75,2023-05-18
BIT-4529016,2023-10-17,United States - United States,SFO-LAX,AS,AS,TXTRIPIT,One Way,Desktop,2,-2.83930250999999,-5.0,72.00921,0.0,0.0,0.0,2.94,2023-05-18
BIT-4527922,2023-06-03,Spain - Germany,BCN-CGN,FR,FR,TF,One Way,Desktop,1,-7.011386100000003,-2.65,128.02,0.0,0.0,0.0,-1.0,2023-05-18
BIT-4527935,2023-07-14,Italy - Italy,TRN-FCO-REG,AZ,AZ | AZ,TXGR,One Way,Mobile,1,-2.598977699999993,-5.0,116.45,0.0,0.68,0.0,0.0,2023-05-18
BIT-4527949,2023-07-27,Italy - Brazil,MXP-GRU-BCN-MXP,LA,LA | LA | LA,VENT,Return,Desktop,1,29.80084259999999,-18.0,1465.24,30.0,0.0,0.0,40.76,2023-05-18
BIT-4527993,2023-09-22,Italy - Germany,BGY-CGN-BGY,FR,FR | FR,TF,Return,Desktop,4,-8.71239360000001,-5.0,156.02,0.0,0.0,0.0,0.08,2023-05-18
BIT-4527998,2023-07-23,Italy - Italy,REG-FCO-TRN,AZ,AZ | AZ,TXGR,One Way,Mobile,1,-2.386768799999993,-5.0,107.12,0.0,0.68,0.0,0.0,2023-05-18
BIT-4528022,2023-05-24,Italy - Italy,CTA-FCO-CTA,AZ,AZ|AZ,TXGR,Return,Mobile,1,-4.204344599999991,-5.0,235.27,0.0,1.49,0.0,0.0,2023-05-18
BIT-4528028,2023-05-24,Italy - Italy,TRN-FCO,AZ,AZ,TXGR,One Way,Mobile,1,-4.340829600000005,-5.0,90.96000000000001,0.0,0.49,0.0,0.0,2023-05-18
BIT-4528033,2023-06-30,Italy - Italy,BGY-BRI-BGY,FR,FR|FR,TF,Return,Mobile,2,2.293958999999987,-10.008,250.2,0.0,0.0,0.0,15.48,2023-05-18
BIT-4528036,2023-05-22,Italy - Italy,BLQ-FCO-BDS-BLQ,AZ,AZ | AZ|FR,TXGR,Return,Desktop,1,-2.063956500000017,-5.0,112.08,0.0,0.5,0.0,0.0,2023-05-18
BIT-4528038,2023-07-13,United States - United States,JFK-SFO,B6,B6,TXTRIPIT,One Way,Desktop,1,-0.3810661200000064,-5.0,151.93152,0.0,0.0,0.0,5.18,2023-05-18
BIT-4528040,2023-07-09,Malta - Italy,MLA-FCO,KM,KM   ,TXNL,One Way,Mobile,1,-2.171324699999999,-5.0,67.53,0.99,0.0,1.918,0.0,2023-05-18
BIT-4528043,2023-05-28,Italy - Italy,CTA-FCO,FR,FR,TF,One Way,Mobile,1,1.120592400000003,-5.0,96.91,0.0,0.0,0.0,8.88,2023-05-18
BIT-4528045,2023-09-16,Turkey - Italy,IST-BEG-MXP,JU,JU | JU,TXNL,One Way,Desktop,2,75.21031199999999,-5.0,183.46,0.0,0.1,0.0,0.0,2023-05-18
BIT-4528057,2023-05-22,Italy - Tunisia,NAP-TUN-NAP,UG,UG|UG,ATFR,Return,Mobile,1,-4.519271099999976,-12.176,319.41,0.0,0.0,0.0,0.6,2023-05-18
BIT-4528093,2023-05-22,Italy - Tunisia,NAP-TUN,UG,UG,ATFR,One Way,Mobile,1,-10.7291364,-9.0,221.4,0.0,0.0,0.0,0.0,2023-05-18
BIT-4528108,2023-06-11,United States - United Kingdom,MSP-LHR-BLQ-AMS-MSP,KL,DL | KL | KL,TXUS,Return,Desktop,1,77.51321774339993,-18.0,2020.1751506,77.98,0.0,0.0,10.38,2023-05-18
BIT-4528134,2023-05-20,Italy - Tunisia,MXP-TUN-MXP,TU,TU | TU,ATFR,Return,Mobile,2,-4.665259499999998,-18.0,655.86,0.0,0.0,0.0,0.0,2023-05-18
BIT-4527921,2023-07-03,Italy - Tunisia,NAP-TUN-NAP,UG,UG|UG,ATFR,Return,Desktop,1,-5.054595599999984,-11.6456,308.25,0.0,0.0,0.0,0.86,2023-05-18
BIT-4528135,2023-06-05,Tunisia - Italy,TUN-PMO,TU,UG,TXNL,One Way,Desktop,1,-1.058314799999999,-5.0,119.01,2.99,0.0,0.0,0.0,2023-05-18
BIT-4527913,2023-06-17,Nepal - Italy,KTM-DOH-MXP,QR,QR | QR,TXIN,One Way,Desktop,1,-16.04297196694454,-18.0,522.3932038,0.0,0.0,13.40538444595,0.0,2023-05-18
BIT-4527891,2023-06-05,Italy - Italy,FCO-TRS-FCO,AZ,AZ | AZ,TXGR,Return,Desktop,1,-4.216375499999987,-5.0,147.65,0.0,0.58,0.0,0.0,2023-05-18
BIT-4527703,2023-08-27,Spain - Italy,MAD-VCE,IB,IB,TXIT,One Way,Desktop,2,-10.16378519999999,-9.0,216.58,0.0,0.18,0.0,0.0,2023-05-18
BIT-4529030,2023-06-19,Turkey - Switzerland,IST-ZRH,TK,TK,TXNL,One Way,Desktop,1,-7.139075399999971,-5.0,148.58,0.0,0.0,0.5625,0.0,2023-05-18
BIT-4527734,2023-05-21,Italy - Italy,BDS-LIN,AZ,AZ,TXGR,One Way,Desktop,1,-4.394210399999992,-5.0,128.65,0.0,0.96,0.0,0.0,2023-05-18
BIT-4527736,2023-06-07,Italy - Italy,TRN-FCO-SUF,AZ,AZ | AZ,TXGR,One Way,Desktop,1,-2.525376900000005,-5.0,117.39,0.0,0.74,0.0,0.0,2023-05-18
BIT-4527742,2023-05-18,Italy - Italy,NAP-LIN,AZ,AZ,TXGR,One Way,Mobile,1,-2.051217900000003,-5.0,95.86,1.99,0.52,0.0,0.0,2023-05-18
BIT-4527750,2023-07-21,Italy - United States,MXP-YUL-EWR-BTV-ORD-MXP,LH,AC | UA | UA | UA | UA,TXNL,Return,Mobile,1,2.530027500000044,-18.0,1024.05,0.0,0.0,0.0,0.95,2023-05-18
BIT-4527755,2023-05-27,Italy - Italy,CTA-FCO-CTA,AZ,AZ|AZ,TXGR,Return,Mobile,1,-3.760919999999987,-5.0,197.65,0.0,1.11,0.0,0.0,2023-05-18
BIT-4527765,2023-05-28,Italy - Spain,BGY-IBZ-BGY,FR,FR | FR,TF,Return,Desktop,1,-8.666292000000006,-5.0,96.93,0.0,0.0,0.0,-0.38,2023-05-18
BIT-4527777,2023-05-23,Italy - Italy,CTA-FCO-CTA,AZ,AZ|AZ,TXGR,Return,Desktop,1,-4.516541399999995,-5.0,217.45,0.0,1.31,0.0,0.0,2023-05-18
BIT-4527793,2023-05-24,Italy - Italy,FLR-FCO-PMO-FLR,AZ,AZ | AZ|V7,TXGR,Return,Mobile,1,-2.476343400000006,-5.0,131.41,0.0,0.65,0.0,0.0,2023-05-18
BIT-4527795,2023-05-22,Italy - Italy,LIN-NAP-MXP,AZ,AZ|U2,TXGR,Return,Desktop,1,-10.75299600000002,-9.5932,239.19,0.0,0.64,0.0,0.0,2023-05-18
BIT-4527805,2023-07-05,Italy - Italy,BGY-BRI-BGY,FR,FR | FR,TF,Return,Mobile,1,3.364304699999996,-5.0,141.29,0.0,0.0,0.0,12.48,2023-05-18
BIT-4527815,2023-07-03,Tanzania - Tanzania,JRO-ZNZ,TC,TC,TXNL,One Way,Mobile,3,-1.746199199999991,-12.2172,302.94,0.0,2.49,0.0,0.0,2023-05-18
BIT-4527829,2023-05-23,Italy - Italy,SUF-LIN-SUF,AZ,AZ|AZ,TXGR,Return,Desktop,1,-7.138772099999993,-9.0,244.6,0.0,1.65,0.0,0.0,2023-05-18
BIT-4527838,2023-05-23,Italy - Italy,PSR-LIN-BGY-PSR,AZ,AZ|FR,TXGR,Return,Desktop,1,-3.063330000000003,-5.0,187.6,0.0,1.35,0.0,0.0,2023-05-18
BIT-4527842,2023-06-16,Italy - Spain,PSA-GRO-PSA,FR,FR|FR,TF,Return,Desktop,2,-3.972016799999972,-12.6264,319.66,19.98,0.0,0.0,-0.009999999999999787,2023-05-18
BIT-4527848,2023-06-10,Italy - Morocco,CIA-RAK-CIA,FR,FR | FR,TF,Return,Desktop,1,-12.88559939999999,-5.0,193.87,0.0,0.0,0.0,0.0,2023-05-18
BIT-4527894,2023-05-21,Italy - United States,MXP-JFK,NO,NO,TXUS,One Way,Desktop,2,126.4222618236001,-18.0,825.6200524,61.98,14.2024344,41.7552,14.6,2023-05-18
BIT-4528138,2023-05-24,Italy - Italy,LIN-CAG-LIN,AZ,AZ|AZ,TXGR,Return,Desktop,1,-3.703090800000013,-5.0,207.73,0.0,1.64,0.0,0.0,2023-05-18
